human-times,dengue-sg-log,population-sg-log,temperature-sg-avg,temperature-sg-max,temperature-sg-min,temperature-sg-hot-days,temperature-sg-max-diff,temperature-sg-min-diff,rainfall-north-avg,rainfall-northeast-avg,rainfall-east-avg,rainfall-west-avg,rainfall-central-avg,rainfall-sg-avg,rainfall-north-max,rainfall-northeast-max,rainfall-east-max,rainfall-west-max,rainfall-central-max,rainfall-sg-max,rainfall-north-min,rainfall-northeast-min,rainfall-east-min,rainfall-west-min,rainfall-central-min,rainfall-sg-min,rainfall-north-rainy-days,rainfall-northeast-rainy-days,rainfall-east-rainy-days,rainfall-west-rainy-days,rainfall-central-rainy-days,rainfall-sg-rainy-days,rainfall-north-consecutive,rainfall-northeast-consecutive,rainfall-east-consecutive,rainfall-west-consecutive,rainfall-central-consecutive,rainfall-sg-consecutive,rel-humidity-avg,abs-humidity-avg,hw-season-repeat,year-mod-8
2004-03-13,4.07753744390572,15.242626273604214,26.35,27.825000000000003,24.725,0.5,-0.649999999999995,-2.225000000000005,38.96666666666667,47.620000000000005,39.1,39.55714285714286,54.03333333333333,44.5,207.4333333333333,222.96000000000004,165.8,226.94285714285715,247.73333333333335,219.012,0.3333333333333333,2.5599999999999996,1.325,0.2857142857142857,1.5833333333333333,1.224,7.0,6.8,6.75,6.571428571428571,7.0,6.8,7.0,6.2,6.0,6.285714285714286,7.0,6.48,82.72258064516129,20.48768802319497,-0.22456311762567704,0
2004-03-20,3.6109179126442243,15.242626273604214,27.375,28.325,25.775,2.5,-0.14999999999999858,-1.1750000000000078,7.2,8.52,6.449999999999999,7.228571428571428,7.033333333333334,7.312,30.799999999999997,30.939999999999998,26.05,21.914285714285715,27.016666666666662,26.671999999999993,0.0,0.02,0.0,0.014285714285714287,0.0,0.008,5.333333333333333,5.2,4.25,5.714285714285714,5.166666666666667,5.2,3.6666666666666665,4.4,3.0,4.142857142857143,3.5,3.8,83.91935483870968,21.996478022416557,-0.17018433179220427,0
2004-03-27,3.784189633918261,15.242626273604214,27.9,28.65,27.299999999999997,3.5,0.1750000000000007,0.34999999999999076,5.866666666666667,5.3,5.2749999999999995,6.957142857142857,5.249999999999999,5.816,30.53333333333333,24.06,22.625,28.771428571428565,19.583333333333332,24.852000000000004,0.0,0.0,0.0,0.0,0.0,0.0,4.333333333333333,4.8,4.25,4.857142857142857,4.166666666666667,4.52,2.6666666666666665,3.4,2.75,2.7142857142857144,2.1666666666666665,2.72,85.11612903225806,22.963496845057936,-0.1965558311944955,0
2004-04-03,3.7612001156935624,15.242626273604214,28.075,28.8,27.0,4.75,0.0,0.05263157894737347,7.533333333333334,5.720000000000001,3.55,12.142857142857142,4.4,7.071999999999999,27.3,32.8,22.174999999999997,47.300000000000004,23.75,32.327999999999996,0.0,0.0,0.0,0.07142857142857142,0.0,0.02,5.0,2.6,2.75,5.857142857142857,2.6666666666666665,3.84,3.3333333333333335,1.2,1.75,4.428571428571429,1.6666666666666667,2.56,85.45,23.275833606420633,-0.1423555810015924,0
2004-04-10,3.6635616461296463,15.242626273604214,27.45,28.5,26.125,2.5,-0.3000000000000007,-0.8223684210526265,18.46666666666667,12.0,4.824999999999999,9.857142857142858,4.216666666666667,9.159999999999998,45.166666666666664,48.739999999999995,25.049999999999997,38.128571428571426,21.683333333333334,35.056000000000004,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.2,2.5,5.428571428571429,3.0,4.2,4.0,3.0,1.5,3.5714285714285716,1.5,2.68,84.63333333333333,22.275436603497283,0.004765502645081909,0
2004-04-17,4.605170185988092,15.242626273604214,29.075,29.675,27.925,6.5,0.875,0.9776315789473742,8.166666666666666,1.86,0.65,0.8571428571428571,0.6166666666666667,1.8439999999999999,55.73333333333334,12.779999999999998,4.525,5.3999999999999995,3.183333333333333,12.244000000000002,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.2,1.0,1.7142857142857142,1.8333333333333333,1.68,2.0,1.0,0.75,1.1428571428571428,1.3333333333333333,1.2,83.81666666666666,24.111675451437844,0.0039390174380438125,0
2004-04-24,4.430816798843313,15.242626273604214,28.475,29.65,26.625,4.75,0.8499999999999979,-0.32236842105262653,9.866666666666665,4.0600000000000005,0.75,12.471428571428572,7.816666666666667,7.484000000000001,53.53333333333333,24.560000000000002,5.125,43.82857142857143,40.449999999999996,34.13600000000001,0.0,0.0,0.0,0.08571428571428572,0.0,0.024,2.3333333333333335,2.6,1.5,5.571428571428571,2.5,3.2,2.3333333333333335,2.2,1.5,5.285714285714286,2.5,3.04,83.0,23.108686727191532,0.005056549050683756,0
2004-05-01,4.51085950651685,15.242626273604214,28.0,28.925,26.874999999999996,4.0,-0.3804093567251492,-0.3857142857142897,11.033333333333331,12.8,9.775,4.142857142857143,4.1000000000000005,7.592,37.86666666666667,55.620000000000005,39.8,16.442857142857143,18.849999999999998,31.163999999999998,0.0,0.0,0.0,0.0,0.0,0.0,5.333333333333333,5.2,4.0,4.0,4.0,4.4,5.333333333333333,4.6,3.25,3.4285714285714284,2.6666666666666665,3.68,82.29354838709678,22.324123346216446,0.11588719311787976,0
2004-05-08,4.941642422609304,15.242626273604214,27.725,28.375,26.525,2.5,-0.9304093567251499,-0.7357142857142875,7.666666666666667,14.5,12.225000000000001,14.299999999999999,17.883333333333336,14.071999999999997,40.93333333333334,54.220000000000006,60.07500000000001,51.971428571428575,81.4,59.456,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.8,3.75,4.142857142857143,3.1666666666666665,3.76,3.3333333333333335,2.6,3.0,3.2857142857142856,2.5,2.92,82.2483870967742,21.97765594843536,0.11283415791547124,0
2004-05-15,4.787491742782046,15.242626273604214,29.325,30.374999999999996,28.25,6.75,1.0695906432748465,0.9892857142857139,0.7000000000000001,2.5,1.625,3.5857142857142854,1.4833333333333332,2.204,3.4333333333333336,11.36,10.375,15.728571428571426,7.683333333333334,10.592,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.4,2.25,2.2857142857142856,1.8333333333333333,2.28,1.3333333333333333,1.4,1.5,2.0,1.8333333333333333,1.68,82.20322580645161,23.970847654378613,0.2879504904100667,0
2004-05-22,4.543294782270004,15.242626273604214,29.3,29.900000000000002,28.424999999999997,6.75,0.5945906432748522,1.164285714285711,2.1999999999999997,2.8400000000000003,0.4,2.128571428571429,1.2666666666666666,1.796,14.266666666666666,17.7,1.825,12.014285714285714,4.8500000000000005,10.072,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.2,1.75,3.142857142857143,2.3333333333333335,2.6,1.3333333333333333,2.4,1.25,1.1428571428571428,1.5,1.52,82.15806451612903,23.925197688015714,0.34205590336252367,0
2004-05-29,4.867534450455582,15.242626273604214,27.375,28.900000000000002,26.35,2.0,-0.4054093567251478,-0.9107142857142847,7.666666666666667,4.82,2.6999999999999997,5.114285714285715,5.583333333333333,5.088,31.100000000000005,22.619999999999997,17.55,21.385714285714283,19.249999999999996,21.672000000000008,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.6,3.75,4.0,5.0,4.12,3.0,2.4,2.0,2.7142857142857144,3.8333333333333335,2.84,82.11290322580645,21.522999429630335,0.3903361286637903,0
2004-06-05,5.0106352940962555,15.242626273604214,27.575,28.0,27.15,1.75,-1.3999999999999986,0.0,3.0666666666666664,7.4399999999999995,11.475,4.957142857142857,7.683333333333333,6.924000000000001,18.766666666666666,31.720000000000006,54.125,18.885714285714283,31.749999999999996,30.163999999999998,0.0,0.0,0.0,0.0,0.03333333333333333,0.008,3.0,4.6,4.25,4.714285714285714,5.5,4.6,1.3333333333333333,3.0,2.5,3.5714285714285716,4.333333333333333,3.2,81.71666666666667,21.656264502151362,0.45519902499908405,0
2004-06-12,4.912654885736052,15.242626273604214,28.325,29.725,26.075,5.25,0.32500000000000284,-1.0749999999999993,10.733333333333334,7.480000000000001,8.45,7.314285714285715,5.866666666666667,7.592,54.46666666666667,49.28,54.725,37.34285714285714,39.21666666666666,45.016000000000005,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.8,2.75,2.4285714285714284,2.6666666666666665,2.36,1.0,1.0,1.75,1.2857142857142858,1.6666666666666667,1.36,81.17999999999999,22.417452195197015,0.5160995724845847,0
2004-06-19,5.056245805348308,15.242626273604214,29.575,30.075,28.575000000000003,7.0,0.6750000000000007,1.4250000000000043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.64333333333333,23.836863934940652,0.5557741644875138,0
2004-06-26,5.099866427824199,15.242626273604214,28.725,29.625,27.549999999999997,5.25,0.22500000000000142,0.3999999999999986,2.3666666666666667,0.52,0.575,2.5285714285714285,0.06666666666666667,1.204,10.066666666666666,2.9199999999999995,3.925,16.371428571428574,0.4166666666666667,7.104000000000001,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.4,0.75,1.7142857142857142,0.6666666666666666,1.4,2.0,1.0,0.75,1.7142857142857142,0.6666666666666666,1.2,80.10666666666667,22.609509784833655,0.6453127467077131,0
2004-07-03,5.099866427824199,15.242626273604214,28.224999999999998,29.325000000000003,27.7,5.0,0.36000000000000654,0.9000000000000021,1.0999999999999999,3.72,3.5999999999999996,6.385714285714286,8.783333333333333,5.348000000000002,4.533333333333333,20.42,17.324999999999996,27.657142857142862,40.43333333333333,24.848000000000003,0.0,0.0,0.0,0.0,0.0,0.0,4.666666666666667,3.6,3.75,5.142857142857143,4.5,4.4,4.333333333333333,3.0,3.25,5.142857142857143,4.333333333333333,4.12,80.33225806451613,22.06233566174544,0.6440665019016718,0
2004-07-10,5.2574953720277815,15.242626273604214,26.625,27.474999999999998,25.525,0.5,-1.4899999999999984,-1.2749999999999986,3.033333333333333,4.58,4.025,3.4285714285714293,4.033333333333333,3.852,10.033333333333333,22.1,20.475,14.014285714285714,10.933333333333332,15.447999999999997,0.0,0.02,0.0,0.0,0.049999999999999996,0.016,4.666666666666667,5.0,3.5,4.142857142857143,5.833333333333333,4.68,2.3333333333333335,4.0,2.5,2.2857142857142856,4.833333333333333,3.28,81.5741935483871,20.513855292224797,0.7008069206866221,0
2004-07-17,5.3981627015177525,15.242626273604214,26.400000000000002,26.950000000000003,25.95,0.0,-2.0149999999999935,-0.8499999999999979,12.233333333333333,12.9,13.225000000000001,8.557142857142857,13.399999999999999,11.775999999999996,46.1,40.22,47.425,25.54285714285714,39.449999999999996,37.784000000000006,0.0,0.0,0.0,0.0,0.0,0.0,5.333333333333333,5.8,5.5,5.857142857142857,6.0,5.76,4.333333333333333,5.4,5.5,5.571428571428571,6.0,5.48,82.81612903225806,20.567876735328568,0.6389288504404433,0
2004-07-24,5.407171771460119,15.242626273604214,27.950000000000003,28.75,26.599999999999998,4.0,-0.2149999999999963,-0.1999999999999993,8.666666666666666,8.919999999999998,6.3500000000000005,13.9,12.166666666666666,10.652000000000001,27.933333333333334,25.880000000000003,26.049999999999997,47.614285714285714,47.01666666666667,37.312000000000005,0.0,0.0,0.0,0.0,0.0,0.0,4.333333333333333,5.0,4.25,4.0,4.166666666666667,4.32,2.0,3.8,2.75,2.142857142857143,2.0,2.52,84.05806451612904,22.74033897793754,0.6196896545910286,0
2004-07-31,5.402677381872279,15.242626273604214,26.75,27.725,25.525000000000002,1.0,-1.2399999999999949,-1.274999999999995,1.9000000000000001,1.8199999999999998,2.175,3.842857142857143,5.666666666666667,3.3760000000000003,5.733333333333333,7.219999999999999,10.375,14.785714285714286,30.400000000000002,15.228,0.0,0.0,0.025,0.0,0.0,0.004,4.666666666666667,4.2,5.25,4.571428571428571,4.5,4.6,4.0,3.0,4.0,3.857142857142857,3.3333333333333335,3.6,85.3,21.59979307120199,0.5763742406676569,0
2004-08-07,5.7430031878094825,15.242626273604214,27.525000000000002,28.2,25.8,3.5,-0.7232894736842077,-1.0999999999999979,6.833333333333333,4.84,4.699999999999999,9.814285714285713,4.516666666666667,6.371999999999999,46.03333333333333,31.9,31.25,67.37142857142857,29.983333333333334,42.964,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.8571428571428572,2.0,1.96,2.0,2.0,2.0,1.8571428571428572,2.0,1.96,84.17096774193548,22.245391657625202,0.5514809048405427,0
2004-08-14,5.556828061699537,15.242626273604214,28.125,28.400000000000002,27.875,4.75,-0.5232894736842049,0.9750000000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.04193548387096,22.681965471783027,0.5775930632183801,0
2004-08-21,5.641907070938114,15.242626273604214,27.275,28.125,26.15,2.25,-0.798289473684207,-0.75,4.166666666666667,5.92,8.15,3.1285714285714286,2.5833333333333335,4.484000000000002,16.666666666666668,29.560000000000002,27.125,13.985714285714286,13.066666666666665,19.304,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,3.6,3.75,3.5714285714285716,2.6666666666666665,3.36,1.6666666666666667,1.8,1.75,2.857142857142857,1.5,2.0,81.91290322580645,21.35257381872025,0.5385291517314679,0
2004-08-28,5.808142489980444,15.242626273604214,28.25,29.0,26.525000000000002,4.75,0.076710526315793,-0.37499999999999645,5.3,9.66,11.749999999999998,8.0,5.533333333333334,8.016,30.566666666666666,61.32000000000001,80.125,49.642857142857146,35.166666666666664,51.09200000000001,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.8,2.0,2.7142857142857144,2.0,2.28,2.0,1.8,1.75,2.0,1.8333333333333333,1.88,80.78387096774193,22.216734125040304,0.43990327859637546,0
2004-09-04,5.6240175061873385,15.242626273604214,28.475,29.025000000000002,27.775,5.25,0.05499999999999616,1.1749999999999972,1.6666666666666667,4.22,3.3000000000000003,1.4142857142857144,0.3833333333333333,2.0600000000000005,9.0,18.859999999999996,17.65,9.857142857142858,1.9000000000000001,10.891999999999998,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,2.6,3.0,1.0,1.8333333333333333,2.04,2.3333333333333335,2.6,3.0,1.0,1.8333333333333333,2.0,80.74,22.479486799557698,0.433126203323555,0
2004-09-11,5.752572638825633,15.242626273604214,27.150000000000002,27.975,26.075000000000003,2.25,-0.9950000000000045,-0.5249999999999986,6.733333333333334,1.94,1.7999999999999998,2.4857142857142853,0.85,2.3840000000000003,43.4,8.820000000000002,9.65,10.62857142857143,3.5499999999999994,12.344,0.0,0.0,0.0,0.0,0.0,0.0,3.6666666666666665,4.2,3.75,3.857142857142857,3.1666666666666665,3.72,1.6666666666666667,2.0,2.0,2.4285714285714284,2.1666666666666665,2.12,81.50999999999999,21.101550577953738,0.37416029402202433,0
2004-09-18,5.575949103146316,15.242626273604214,26.725,27.75,25.1,1.25,-1.220000000000006,-1.5,11.700000000000001,6.659999999999999,4.999999999999999,11.14285714285714,7.683333333333333,8.5,55.300000000000004,22.62,22.525000000000002,37.471428571428575,28.083333333333332,31.996,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.2,3.75,5.0,4.333333333333333,4.48,4.0,3.4,3.0,4.428571428571429,3.6666666666666665,3.76,82.28,20.80627485328534,0.40978309064517315,0
2004-09-25,5.786897381366708,15.242626273604214,27.175,28.025,26.325000000000003,1.0,-0.9450000000000074,-0.2749999999999986,15.833333333333334,7.760000000000001,7.25,4.671428571428571,2.783333333333333,6.587999999999999,59.46666666666666,30.02,31.325,27.342857142857138,12.866666666666667,28.896000000000004,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.6,3.75,3.0,2.8333333333333335,3.64,3.0,3.0,2.75,2.2857142857142856,2.0,2.52,83.05,21.529895867156583,0.3887567295915657,0
2004-10-02,5.713732805509369,15.242626273604214,27.049999999999997,28.125,25.699999999999996,1.5,-0.8299999999999947,-1.105000000000004,3.8000000000000003,5.36,2.125,4.914285714285714,4.066666666666666,4.22,19.333333333333332,23.959999999999997,9.55,21.199999999999996,13.949999999999998,17.924,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,4.6,3.5,3.857142857142857,4.166666666666667,3.96,3.0,4.0,2.75,3.2857142857142856,3.1666666666666665,3.28,83.61935483870967,21.528418504189638,0.36504251173320235,0
2004-10-09,5.501258210544727,15.242626273604214,28.15,28.900000000000002,26.8,4.5,-0.05499999999999261,-0.004999999999999005,1.7333333333333334,1.5,1.9249999999999998,4.5,0.4833333333333334,2.192,10.500000000000002,10.48,13.175,26.785714285714285,3.266666666666667,13.748,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,1.2,1.5,2.7142857142857144,1.5,1.92,1.6666666666666667,1.0,1.25,1.7142857142857142,1.0,1.32,83.68709677419355,22.889494125258448,0.3599675743775741,0
2004-10-16,5.831882477283517,15.242626273604214,28.375,29.175,27.375,5.5,0.22000000000000597,0.5700000000000003,1.5666666666666667,0.7000000000000001,1.05,3.557142857142857,0.35000000000000003,1.5759999999999998,8.933333333333334,4.459999999999999,5.1000000000000005,22.2,2.5,9.595999999999998,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,2.2,1.5,1.7142857142857142,0.6666666666666666,1.64,2.0,1.4,1.0,1.1428571428571428,0.6666666666666666,1.16,83.75483870967741,23.191765942153378,0.3068258853604249,0
2004-10-23,5.752572638825633,15.242626273604214,26.7,27.674999999999997,25.625,0.5,-1.2799999999999976,-1.1799999999999997,13.6,10.440000000000001,10.35,17.88571428571429,7.733333333333333,12.24,40.666666666666664,30.119999999999997,29.125,38.02857142857143,20.816666666666666,31.208000000000006,0.3,0.1,0.0,0.2571428571428572,0.26666666666666666,0.192,6.666666666666667,6.0,5.5,6.428571428571429,6.333333333333333,6.2,6.0,3.8,3.0,6.428571428571429,4.333333333333333,4.8,83.8225806451613,21.167009675691666,0.23013328319000692,0
2004-10-30,5.564520407322694,15.242626273604214,26.25,26.975,25.625,0.0,-1.9799999999999933,-1.1799999999999997,17.5,4.859999999999999,5.05,12.485714285714286,6.266666666666667,8.879999999999999,57.43333333333334,12.819999999999999,13.150000000000002,44.385714285714286,21.866666666666664,29.236000000000004,1.5999999999999999,0.4,0.125,0.2714285714285714,0.13333333333333333,0.4,7.0,6.6,6.5,6.857142857142857,6.5,6.68,7.0,6.6,6.5,6.571428571428571,6.5,6.6,83.89032258064516,20.661780052723618,0.1481019628855571,0
2004-11-06,5.556828061699537,15.242626273604214,26.549999999999997,27.3,26.075000000000003,0.25,-0.8933333333333344,-0.2749999999999986,23.866666666666664,25.2,14.325,9.371428571428572,14.983333333333333,16.416000000000004,107.66666666666667,78.9,61.05,34.871428571428574,45.98333333333334,59.267999999999994,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.6,5.0,5.428571428571429,5.0,5.36,6.0,5.6,4.25,5.428571428571429,4.333333333333333,5.08,84.34,21.121366569203733,0.1337810406520621,0
2004-11-13,5.262690188904886,15.242626273604214,27.225,27.85,26.55,0.5,-0.3433333333333337,0.1999999999999993,2.0,2.1399999999999997,2.675,4.785714285714286,4.2,3.444,11.5,8.3,11.925,15.557142857142859,19.916666666666668,14.084000000000001,0.0,0.0,0.0,0.0,0.0,0.0,4.666666666666667,4.6,5.0,5.571428571428571,4.166666666666667,4.84,2.6666666666666665,3.0,3.75,4.142857142857143,2.6666666666666665,3.32,84.85333333333334,22.05813327963516,0.12197972223593556,0
2004-11-20,5.575949103146316,15.242626273604214,26.924999999999997,28.075,25.7,1.0,-0.11833333333333584,-0.6500000000000021,7.266666666666667,10.72,7.175,11.528571428571427,9.533333333333333,9.680000000000001,26.099999999999998,40.1,38.75,41.51428571428572,40.400000000000006,38.672000000000004,0.0,0.0,0.0,0.0,0.0,0.0,5.333333333333333,5.4,4.0,5.0,4.5,4.84,2.6666666666666665,3.4,2.0,2.857142857142857,2.5,2.72,85.36666666666666,21.82697225256666,0.06252887645563021,0
2004-11-27,5.75890177387728,15.242626273604214,26.874999999999996,27.75,26.2,0.75,-0.44333333333333513,-0.15000000000000213,6.133333333333333,9.459999999999999,8.375,13.214285714285712,16.25,11.568,19.73333333333333,38.28,35.625,42.68571428571429,67.05,43.768,0.0,0.0,0.0,0.0,0.016666666666666666,0.004,5.0,5.4,5.75,6.0,6.166666666666667,5.76,3.6666666666666665,4.4,4.75,5.0,5.333333333333333,4.76,85.88,21.897592529025513,0.05519601975454691,0
2004-12-04,5.707110264748875,15.242626273604214,27.35,28.125,26.174999999999997,1.75,0.2958333333333272,0.23499999999999588,10.133333333333333,9.98,3.5999999999999996,3.6285714285714286,5.133333333333334,6.036000000000001,63.26666666666667,66.03999999999999,22.125,23.699999999999996,26.683333333333334,37.379999999999995,0.0,0.0,0.0,0.0,0.0,0.0,3.6666666666666665,3.0,2.5,3.0,3.6666666666666665,3.16,2.6666666666666665,1.8,1.75,2.4285714285714284,2.5,2.24,85.98387096774194,22.50657366387043,0.06868819279769589,0
2004-12-11,5.723585101952381,15.242626273604214,26.075000000000003,27.65,24.400000000000002,0.25,-0.17916666666667425,-1.5399999999999991,4.066666666666666,4.5,4.25,10.071428571428571,9.283333333333333,7.115999999999999,14.233333333333334,17.080000000000002,16.05,53.39999999999999,42.266666666666666,32.788000000000004,0.0,0.0,0.0,0.0,0.0,0.0,5.333333333333333,5.4,4.5,4.857142857142857,5.5,5.12,3.3333333333333335,3.4,2.75,2.857142857142857,3.5,3.16,85.78064516129032,20.92270839898767,0.08167402094868237,0
